,Name,FA,Team,Year,Birth,Age,Position,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,Salary,Prev_Salary,is_rookie
6148,김병현,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,20000.0,X
6149,김사연,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,4200.0,X
6150,김사율,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,20000.0,X
6151,김사훈,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,2900.0,X
6152,김상수,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,32000.0,X
6153,김상수,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,6000.0,X
6154,김상수,X,SAMSUNG,2015,1990.0,25.0,SS,2.62,132.0,2.79,-0.17,518.0,505.0,449.0,67.0,125.0,30.0,4.0,8.0,187.0,63.0,26.0,5.0,43.0,6.0,0.0,56.0,9.0,13.0,7.0,0.278,0.345,0.416,0.761,0.124,94.4,31000.0,32000.0,X
6155,김상수,X,SAMSUNG,2015,1990.0,25.0,SS,2.62,132.0,2.79,-0.17,518.0,505.0,449.0,67.0,125.0,30.0,4.0,8.0,187.0,63.0,26.0,5.0,43.0,6.0,0.0,56.0,9.0,13.0,7.0,0.278,0.345,0.416,0.761,0.124,94.4,31000.0,6000.0,X
6156,김상현,X,KT,2015,1980.0,35.0,LF,0.6,134.0,1.43,-0.83,539.0,537.0,475.0,71.0,133.0,20.0,0.0,27.0,234.0,88.0,4.0,5.0,50.0,8.0,4.0,115.0,21.0,0.0,6.0,0.28,0.354,0.493,0.847,0.149,106.9,20000.0,16000.0,X
6157,김상호,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,2500.0,X
6158,김선규,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,4500.0,X
6159,김선민,X,KT,2015,1990.0,25.0,SS,0.21,23.0,0.34,-0.13,38.0,38.0,35.0,2.0,15.0,2.0,0.0,0.0,17.0,3.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.429,0.447,0.486,0.933,0.154,118.3,3200.0,2700.0,X
6160,김선빈,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,13000.0,X
6161,김성배,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,17000.0,X
6162,김성욱,X,NC,2015,1993.0,22.0,LF,0.77,125.0,0.07,0.7,204.0,204.0,182.0,32.0,47.0,8.0,1.0,3.0,66.0,26.0,3.0,3.0,17.0,4.0,0.0,52.0,4.0,0.0,1.0,0.258,0.333,0.363,0.696,0.105,80.4,5500.0,2700.0,X
6163,김성재,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6164,김성택,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6165,김성한,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6166,김성현,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,18000.0,X
6167,김성현,X,SK/SSG,2015,1987.0,28.0,SS,1.06,129.0,1.96,-0.9,449.0,437.0,397.0,49.0,118.0,20.0,0.0,8.0,162.0,48.0,1.0,4.0,31.0,7.0,0.0,42.0,14.0,12.0,2.0,0.297,0.357,0.408,0.765,0.128,96.0,18000.0,18000.0,X
6168,김성호,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2400.0,X
6169,김성훈,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6170,김세현,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0,9500.0,X
6171,김수산,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6172,김승현,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6173,김승회,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000.0,19000.0,X
6174,김연훈,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.0,4200.0,X
6175,김연훈,X,SK/SSG,2015,1984.0,31.0,SS,-0.12,49.0,0.15,-0.28,73.0,68.0,60.0,4.0,16.0,1.0,0.0,1.0,20.0,3.0,0.0,1.0,6.0,1.0,0.0,18.0,0.0,5.0,1.0,0.267,0.338,0.333,0.671,0.098,72.9,,,
6176,김영일,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6177,김영환,X,KT,2015,1993.0,22.0,3B,0.02,37.0,-0.28,0.3,49.0,49.0,48.0,4.0,11.0,0.0,0.0,1.0,14.0,7.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.229,0.245,0.292,0.537,0.032,23.5,3700.0,2700.0,X
6178,김용의,X,LG,2015,1985.0,30.0,CF,-0.69,71.0,-0.46,-0.23,199.0,195.0,171.0,30.0,43.0,5.0,1.0,0.0,50.0,15.0,11.0,6.0,22.0,3.0,1.0,38.0,3.0,3.0,0.0,0.251,0.347,0.292,0.639,0.072,58.1,6000.0,7000.0,X
6179,김용주,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2700.0,X
6180,김웅빈,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6181,김원석,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,O
6182,김원섭,O,KIA,2015,1978.0,37.0,RF,1.47,110.0,1.42,0.05,341.0,335.0,277.0,45.0,74.0,13.0,3.0,5.0,108.0,33.0,8.0,5.0,53.0,3.0,0.0,46.0,5.0,6.0,2.0,0.267,0.388,0.39,0.778,0.144,106.3,15000.0,15000.0,X
6183,김원중,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,2700.0,X
6184,김유영,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,2900.0,X
6185,김윤동,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2600.0,X
6186,김윤환,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6187,김응민,X,DOOSAN,2015,1991.0,24.0,C,0.07,4.0,0.07,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333,0.333,1.333,1.666,0.418,328.9,,,
6188,김응수,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6189,김인태,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,2400.0,X
6190,김인환,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6191,김재성,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6192,김재영,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6193,김재유,X,LOTTE,2015,1992.0,23.0,CF,-0.33,18.0,-0.26,-0.07,10.0,10.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.111,0.2,0.111,0.311,-0.034,-24.4,2900.0,2700.0,X
6194,김재윤,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,2700.0,X
6195,김재율,X,LG,2015,1989.0,26.0,3B,-0.14,1.0,-0.08,-0.06,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186,-136.1,2900.0,3000.0,X
6196,김재현,X,HEROES,2015,1993.0,22.0,C,0.03,59.0,-0.05,0.08,71.0,69.0,65.0,7.0,17.0,3.0,0.0,1.0,23.0,6.0,0.0,0.0,2.0,1.0,0.0,15.0,1.0,2.0,1.0,0.262,0.29,0.354,0.644,0.073,52.8,4400.0,2700.0,X
6197,김재현,X,SAMSUNG,2015,1991.0,24.0,SS,-0.43,73.0,-0.28,-0.15,48.0,46.0,41.0,7.0,7.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,5.0,0.0,0.0,11.0,1.0,2.0,0.0,0.171,0.261,0.171,0.432,0.015,11.7,4500.0,4500.0,X
6198,김재현,X,SK/SSG,2015,1987.0,28.0,CF,-0.32,46.0,-0.15,-0.17,20.0,20.0,19.0,13.0,2.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.105,0.15,0.211,0.361,-0.046,-34.6,4000.0,4500.0,X
6199,김재현,X,SK/SSG,2015,1987.0,28.0,CF,-0.32,46.0,-0.15,-0.17,20.0,20.0,19.0,13.0,2.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.105,0.15,0.211,0.361,-0.046,-34.6,4000.0,4000.0,X
6200,김재현,X,SK/SSG,2015,1987.0,28.0,CF,-0.32,46.0,-0.15,-0.17,20.0,20.0,19.0,13.0,2.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.105,0.15,0.211,0.361,-0.046,-34.6,4000.0,2700.0,X
6201,김재호,X,DOOSAN,2015,1985.0,30.0,SS,3.42,133.0,3.12,0.3,488.0,474.0,410.0,63.0,126.0,24.0,3.0,3.0,165.0,50.0,7.0,2.0,54.0,3.0,0.0,42.0,18.0,14.0,7.0,0.307,0.386,0.402,0.788,0.141,113.3,41000.0,16700.0,X
6202,김재환,X,DOOSAN,2015,1988.0,27.0,1B,0.5,48.0,0.57,-0.07,180.0,179.0,153.0,24.0,36.0,8.0,0.0,7.0,65.0,22.0,4.0,1.0,22.0,2.0,1.0,39.0,6.0,1.0,2.0,0.235,0.335,0.425,0.76,0.124,100.7,5000.0,4000.0,X
6203,김정민,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6204,김정인,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2700.0,X
6205,김정혁,X,SAMSUNG,2015,1985.0,30.0,3B,-0.05,17.0,-0.23,0.18,20.0,19.0,18.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.167,0.211,0.167,0.378,-0.02,-14.9,3300.0,3000.0,X
6206,김종민,X,KT,2015,1986.0,29.0,C,-0.4,26.0,-0.12,-0.28,35.0,35.0,32.0,2.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.219,0.286,0.219,0.505,0.038,26.2,3800.0,3000.0,X
6207,김종호,X,NC,2015,1984.0,31.0,LF,1.79,133.0,1.4,0.4,486.0,475.0,424.0,90.0,125.0,16.0,7.0,4.0,167.0,36.0,41.0,10.0,44.0,4.0,0.0,65.0,11.0,10.0,3.0,0.295,0.364,0.394,0.758,0.123,96.3,17500.0,11500.0,X
6208,김종훈,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6209,김주성,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6210,김주찬,O,KIA,2015,1981.0,34.0,LF,2.61,98.0,2.37,0.24,377.0,373.0,333.0,66.0,109.0,23.0,2.0,18.0,190.0,62.0,8.0,2.0,23.0,12.0,3.0,58.0,10.0,1.0,8.0,0.327,0.383,0.571,0.954,0.182,136.2,50000.0,50000.0,X
6211,김주한,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6212,김주현,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2900.0,X
6213,김주현,X,LOTTE,2015,1988.0,27.0,LF,-0.22,47.0,-0.04,-0.18,79.0,78.0,73.0,7.0,19.0,4.0,0.0,2.0,29.0,12.0,1.0,0.0,5.0,0.0,0.0,19.0,3.0,1.0,0.0,0.26,0.308,0.397,0.705,0.099,71.2,3300.0,2900.0,X
6214,김주형,X,KIA,2015,1985.0,30.0,1B,-0.37,45.0,-0.29,-0.08,88.0,88.0,83.0,2.0,19.0,3.0,0.0,2.0,28.0,3.0,0.0,0.0,3.0,2.0,0.0,22.0,3.0,0.0,0.0,0.229,0.273,0.337,0.61,0.063,47.3,5500.0,6100.0,X
6215,김준완,X,NC,2015,1991.0,24.0,LF,0.22,30.0,0.14,0.08,54.0,54.0,44.0,12.0,10.0,0.0,0.0,0.0,10.0,2.0,2.0,1.0,10.0,0.0,0.0,10.0,1.0,0.0,0.0,0.227,0.37,0.227,0.597,0.097,75.6,3000.0,2700.0,X
6216,김준태,X,LOTTE,2015,1994.0,21.0,C,-0.33,27.0,-0.2,-0.12,31.0,30.0,26.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1.0,1.0,0.0,0.154,0.267,0.154,0.421,0.018,12.6,3000.0,2700.0,X
6217,김준현,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6218,김지성,X,LG,2015,1985.0,30.0,3B,-0.57,20.0,-0.22,-0.34,21.0,21.0,21.0,2.0,3.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.143,0.143,0.286,0.429,-0.022,-16.8,3800.0,3800.0,X
6219,김지수,X,HEROES,2015,1986.0,29.0,SS,-0.71,104.0,-0.24,-0.47,151.0,144.0,132.0,23.0,31.0,7.0,0.0,0.0,38.0,13.0,2.0,1.0,9.0,2.0,0.0,27.0,2.0,7.0,1.0,0.235,0.292,0.288,0.58,0.058,41.8,5500.0,3900.0,X
6220,김지수,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,3900.0,X
6221,김지열,X,KT,2015,1988.0,27.0,RF,-0.87,72.0,-0.19,-0.68,248.0,244.0,228.0,31.0,58.0,7.0,1.0,7.0,88.0,27.0,15.0,5.0,16.0,1.0,1.0,75.0,3.0,3.0,0.0,0.254,0.306,0.386,0.692,0.087,63.4,,,
6222,김지용,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,2700.0,X
6223,김지훈,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.0,2900.0,X
6224,김진곤,X,KT,2015,1987.0,28.0,CF,-0.75,67.0,-0.73,-0.02,87.0,86.0,85.0,11.0,18.0,1.0,0.0,0.0,19.0,6.0,4.0,2.0,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.212,0.221,0.224,0.445,-0.004,-2.7,3500.0,2700.0,X
6225,김진성,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,10500.0,X
6226,김진우,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.0,15000.0,X
6227,김진형,X,DOOSAN,2015,1990.0,25.0,1B,0.0,14.0,0.03,-0.03,21.0,21.0,18.0,3.0,3.0,2.0,0.0,1.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,0.167,0.286,0.444,0.73,0.109,81.0,,,
6228,김찬균,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6229,김찬형,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6230,김찬호,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6231,김태군,X,NC,2015,1989.0,26.0,C,1.0,144.0,0.65,0.36,474.0,463.0,421.0,45.0,107.0,24.0,0.0,6.0,149.0,52.0,1.0,1.0,25.0,10.0,0.0,77.0,12.0,11.0,7.0,0.254,0.307,0.354,0.661,0.086,66.5,21000.0,13500.0,X
6232,김태균,X,HANWHA,2015,1982.0,33.0,1B,4.65,133.0,4.43,0.23,524.0,515.0,408.0,61.0,129.0,28.0,0.0,21.0,220.0,104.0,3.0,1.0,98.0,12.0,12.0,80.0,19.0,1.0,5.0,0.316,0.457,0.539,0.996,0.213,158.2,160000.0,150000.0,X
6233,김태연,,HANWHA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6234,김태영,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,10800.0,X
6235,김태오,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6236,김태완,X,HANWHA,2015,1984.0,31.0,DH,-0.16,22.0,-0.25,0.09,50.0,50.0,46.0,5.0,11.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,2.0,2.0,0.0,16.0,1.0,0.0,0.0,0.239,0.3,0.283,0.583,0.062,45.3,8000.0,10500.0,X
6237,김태완,X,HANWHA,2015,1984.0,31.0,DH,-0.16,22.0,-0.25,0.09,50.0,50.0,46.0,5.0,11.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,2.0,2.0,0.0,16.0,1.0,0.0,0.0,0.239,0.3,0.283,0.583,0.062,45.3,8000.0,9000.0,X
6238,김태완,X,SAMSUNG,2015,1981.0,34.0,2B,-0.07,4.0,-0.09,0.01,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.167,0.0,0.167,-0.067,-52.1,6000.0,10500.0,X
6239,김태완,X,SAMSUNG,2015,1981.0,34.0,2B,-0.07,4.0,-0.09,0.01,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.167,0.0,0.167,-0.067,-52.1,6000.0,9000.0,X
6240,김태진,X,NC,2015,1995.0,20.0,3B,-0.09,1.0,-0.07,-0.02,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186,-149.0,3000.0,2700.0,X
6241,김태훈,X,KT,2015,1996.0,19.0,SS,-0.42,22.0,-0.41,-0.02,44.0,44.0,43.0,3.0,9.0,1.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.209,0.205,0.302,0.507,0.01,7.3,3000.0,2700.0,X
6242,김태훈,X,KT,2015,1996.0,19.0,SS,-0.42,22.0,-0.41,-0.02,44.0,44.0,43.0,3.0,9.0,1.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.209,0.205,0.302,0.507,0.01,7.3,3000.0,2700.0,X
6243,김태훈,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6244,김태훈,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6245,김택형,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,2700.0,X
6246,김하성,X,HEROES,2015,1995.0,20.0,SS,4.85,140.0,4.27,0.59,582.0,576.0,511.0,89.0,148.0,35.0,5.0,19.0,250.0,73.0,22.0,4.0,56.0,5.0,2.0,115.0,10.0,4.0,6.0,0.29,0.362,0.489,0.851,0.152,110.3,16000.0,4000.0,X
6247,김학성,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6248,김한별,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6249,김현수,X,DOOSAN,2015,1988.0,27.0,LF,6.21,141.0,6.55,-0.33,630.0,622.0,512.0,103.0,167.0,26.0,0.0,28.0,277.0,121.0,11.0,5.0,101.0,8.0,12.0,63.0,13.0,0.0,9.0,0.326,0.438,0.541,0.979,0.203,163.0,,,
6250,김현우,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.0,5000.0,X
6251,김현준,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6252,김호령,X,KIA,2015,1992.0,23.0,CF,-0.02,103.0,-0.86,0.84,283.0,277.0,257.0,31.0,56.0,10.0,2.0,1.0,73.0,21.0,11.0,2.0,15.0,5.0,0.0,83.0,2.0,6.0,0.0,0.218,0.274,0.284,0.558,0.048,35.9,6000.0,2700.0,X
6253,김호은,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6254,김호준,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6255,김회성,X,HANWHA,2015,1985.0,30.0,3B,0.76,83.0,0.7,0.06,268.0,265.0,225.0,36.0,47.0,10.0,2.0,16.0,109.0,35.0,2.0,4.0,28.0,10.0,0.0,58.0,4.0,3.0,2.0,0.209,0.321,0.484,0.805,0.136,100.2,5500.0,4000.0,X
6256,나경민,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6257,나규호,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,O
6258,나성범,X,NC,2015,1989.0,26.0,RF,4.79,144.0,4.34,0.45,622.0,619.0,564.0,112.0,184.0,34.0,5.0,28.0,312.0,135.0,23.0,4.0,32.0,15.0,1.0,127.0,9.0,3.0,8.0,0.326,0.373,0.553,0.926,0.173,134.3,30000.0,22000.0,X
6259,나성용,X,LG,2015,1988.0,27.0,1B,-0.1,40.0,-0.21,0.11,79.0,79.0,73.0,7.0,20.0,2.0,0.0,3.0,31.0,9.0,0.0,0.0,4.0,2.0,0.0,29.0,2.0,0.0,0.0,0.274,0.329,0.425,0.754,0.1,77.8,,,
6260,나성용,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,2700.0,X
6261,나주환,O,SK/SSG,2015,1984.0,31.0,2B,0.08,96.0,0.21,-0.14,273.0,261.0,246.0,31.0,66.0,15.0,0.0,5.0,96.0,22.0,3.0,5.0,12.0,2.0,0.0,47.0,9.0,12.0,1.0,0.268,0.307,0.39,0.697,0.095,72.0,20000.0,20000.0,X
6262,나지완,X,KIA,2015,1985.0,30.0,LF,0.01,116.0,0.86,-0.85,368.0,366.0,304.0,34.0,77.0,16.0,0.0,7.0,114.0,31.0,3.0,1.0,46.0,16.0,3.0,79.0,10.0,0.0,2.0,0.253,0.378,0.375,0.753,0.133,100.0,20000.0,25000.0,X
6263,남경호,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2700.0,X
6264,남기효,,SAMSUNG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6265,남재현,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6266,남태혁,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6267,노경은,,LOTTE,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,20000.0,X
6268,노관현,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6269,노수광,X,KIA,2015,1990.0,25.0,RF,-0.18,10.0,-0.1,-0.08,14.0,14.0,12.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.083,0.214,0.167,0.381,-0.004,-3.4,3000.0,2700.0,X
6270,노유성,,DOOSAN,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6271,노진혁,X,NC,2015,1989.0,26.0,SS,-0.73,65.0,-0.56,-0.17,42.0,41.0,38.0,4.0,3.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,1.0,0.079,0.122,0.132,0.254,-0.077,-59.1,4300.0,4300.0,X
6272,도태훈,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6273,류승현,,KIA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6274,류제국,,LG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.0,23000.0,X
6275,류지혁,X,DOOSAN,2015,1994.0,21.0,SS,0.27,14.0,0.02,0.25,5.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,-0.023,-19.3,3000.0,2800.0,X
6276,류진욱,,NC,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2700.0,X
6277,류희운,,KT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,,O
6278,마정길,,HEROES,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,14000.0,X
6279,모상기,X,KT,2015,1987.0,28.0,1B,-0.14,8.0,-0.06,-0.08,15.0,15.0,13.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.231,0.333,0.231,0.564,0.072,49.6,,,
6280,모창민,X,NC,2015,1985.0,30.0,3B,0.41,103.0,0.73,-0.32,239.0,235.0,214.0,23.0,62.0,14.0,0.0,6.0,94.0,35.0,5.0,0.0,18.0,0.0,0.0,52.0,5.0,4.0,3.0,0.29,0.34,0.439,0.779,0.128,99.5,12500.0,14000.0,X
6281,문광은,,SK/SSG,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,4000.0,X
6282,문규현,X,LOTTE,2015,1983.0,32.0,SS,-0.21,105.0,-0.43,0.22,298.0,283.0,265.0,24.0,65.0,12.0,1.0,2.0,85.0,25.0,4.0,2.0,14.0,1.0,0.0,39.0,6.0,15.0,3.0,0.245,0.283,0.321,0.604,0.06,42.6,9000.0,8500.0,X
6283,문상철,X,KT,2015,1991.0,24.0,3B,-0.52,51.0,-0.48,-0.04,88.0,87.0,80.0,10.0,13.0,3.0,0.0,2.0,22.0,6.0,0.0,0.0,7.0,0.0,0.0,32.0,1.0,1.0,0.0,0.163,0.23,0.275,0.505,0.027,19.1,3600.0,3000.0,X
6284,문선재,X,LG,2015,1990.0,25.0,LF,-0.6,103.0,-0.43,-0.17,245.0,239.0,212.0,27.0,48.0,13.0,1.0,5.0,78.0,27.0,9.0,6.0,23.0,3.0,0.0,54.0,4.0,6.0,1.0,0.226,0.31,0.368,0.678,0.088,70.0,6500.0,5000.0,X
